81.67,112.00,7,7,0
873.29,995.33,7,7,1
71.00,118.95,7,7,0
549.57,272.81,7,7,1
86.62,131.48,7,7,0
839.95,1295.67,7,7,1
48.48,126.33,7,7,0
586.14,975.00,7,7,1
108.81,55.33,7,7,0
825.24,1004.29,7,7,1
44.81,81.48,7,7,0
390.95,699.95,7,7,1
61.90,136.48,7,7,0
899.14,1129.24,7,7,1
38.48,74.24,7,7,0
662.48,193.48,7,7,1
95.48,35.95,7,7,0
911.33,1704.57,7,7,1
60.48,98.29,7,7,0
1111.81,1083.90,7,7,1
100.33,91.62,7,7,0
895.29,797.57,7,7,1
117.29,83.29,7,7,0
675.33,978.90,7,7,1
102.14,74.67,7,7,0
958.14,860.14,7,7,1
35.14,102.67,7,7,0
530.24,1239.48,7,7,1
75.90,56.62,7,7,0
696.81,1220.57,7,7,1
82.67,89.48,7,7,0
967.33,693.62,7,7,1
71.67,37.14,7,7,0
646.95,1250.57,7,7,1
74.95,25.95,7,7,0
754.81,1157.24,7,7,1
102.24,92.90,7,7,0
1557.81,222.14,7,7,1
57.00,103.14,7,7,0
921.90,1186.62,7,7,1
68.29,73.90,7,7,0
544.00,1028.24,7,7,1
47.29,19.67,7,7,0
906.81,684.48,7,7,1
69.48,90.24,7,7,0
319.14,1429.81,7,7,1
60.67,77.24,7,6,0
949.48,1352.95,7,7,1
15.90,66.62,7,7,0
954.29,1456.57,7,7,1
35.57,101.95,7,7,0
947.24,788.81,7,7,1
68.95,55.57,7,6,0
726.81,625.48,7,7,1
101.57,46.48,7,7,0
752.24,655.00,7,7,1
117.90,48.67,7,7,0
1064.00,255.62,7,7,1
108.57,108.95,7,7,0
800.90,1069.14,7,7,1
64.81,57.81,7,7,0
854.48,1384.33,7,7,1
74.95,125.00,7,7,0
974.81,266.29,7,7,1
72.48,84.95,7,7,0
1605.81,814.67,7,7,1
81.24,43.14,7,7,0
793.24,924.29,7,7,1
89.24,84.95,7,7,0
315.24,960.90,7,7,1
88.81,86.81,7,7,0
891.90,1075.81,7,7,1
78.57,59.07,6,6,0
591.14,372.14,7,7,1
102.14,89.81,7,7,0
764.57,662.81,7,7,1
62.14,71.24,7,7,0
991.29,675.81,7,7,1
18.24,89.33,7,7,0
1537.95,845.48,7,7,1
98.14,161.29,7,7,0
1160.62,734.24,7,7,1
52.95,98.95,7,7,0
750.24,593.62,7,7,1
57.29,115.57,7,7,0
913.00,855.29,7,7,1
125.14,450.14,7,7,0
663.62,653.57,7,7,1
63.00,47.57,7,7,0
984.57,913.29,7,7,1
93.29,87.57,7,7,0
798.62,179.24,7,7,1
73.90,86.95,7,7,0
836.24,914.57,7,7,1
118.24,85.24,7,7,0
1254.81,714.95,7,7,1
54.33,103.14,7,7,0
473.95,768.33,7,7,1
62.48,80.33,7,7,0
648.81,1509.90,7,7,1
44.67,124.48,7,6,0
739.24,912.14,7,7,1
59.24,112.57,7,7,0
482.81,571.29,7,7,1
109.29,76.29,7,7,0
691.00,615.81,7,7,1
10.57,83.90,7,7,0
704.90,761.67,7,7,1
99.24,80.29,7,7,0
1000.95,1072.95,7,7,1
37.81,60.48,7,7,0
839.90,522.81,7,7,1
97.90,59.95,7,7,0
476.95,1282.57,7,7,1
30.33,48.57,7,7,0
908.57,807.14,7,7,1
53.24,39.14,7,7,0
1077.57,876.90,7,7,1
76.81,116.57,7,7,0
930.29,257.14,7,7,1
106.67,66.57,7,7,0
1148.95,508.48,7,7,1
46.95,30.29,7,7,0
500.48,762.90,7,7,1
69.24,80.95,7,7,0
495.24,613.14,7,7,1
116.57,20.90,7,6,0
943.81,893.48,7,7,1
36.24,97.57,7,7,0
834.24,926.81,7,7,1
86.29,100.90,7,6,0
995.33,473.95,7,7,1
64.48,81.90,7,7,0
1027.14,965.29,7,7,1
88.95,42.57,7,6,0
567.14,176.67,7,7,1
76.33,97.81,7,7,0
603.57,759.14,7,7,1
129.48,75.14,7,7,0
457.57,1525.90,7,7,1
44.48,111.24,7,7,0
471.81,519.90,7,7,1
96.62,110.95,7,7,0
735.81,697.95,7,7,1
9.48,16.57,7,7,0
291.48,307.81,7,7,1
92.00,72.90,7,7,0
1100.90,508.14,7,7,1
93.33,34.14,7,7,0
323.81,676.29,7,7,1
74.67,125.81,7,6,0
347.24,472.62,7,7,1
93.24,31.90,7,7,0
763.57,572.95,7,7,1
95.14,95.90,7,7,0
1066.29,1074.81,7,7,1
51.95,94.00,7,7,0
1214.62,720.81,7,7,1
47.67,79.14,7,7,0
982.90,239.29,7,7,1
16.14,46.95,7,7,0
527.48,624.90,7,7,1
53.67,130.14,7,7,0
403.57,1138.48,7,7,1
76.57,94.81,7,7,0
269.95,536.24,7,7,1
54.29,125.14,7,7,0
241.48,964.90,7,7,1
52.90,68.48,7,7,0
1294.57,853.57,7,7,1
71.95,78.29,7,7,0
708.48,895.62,7,7,1
87.62,81.81,7,7,0
1446.95,1164.81,7,7,1
67.48,64.95,7,7,0
521.33,1103.57,7,7,1
74.95,44.33,7,7,0
449.48,879.95,7,7,1
150.29,78.57,7,7,0
863.48,1138.48,7,7,1
98.81,65.90,7,7,0
1052.95,1037.90,7,7,1
64.24,67.62,7,7,0
1650.14,1700.24,7,7,1
78.95,55.67,7,7,0
1139.29,836.81,7,7,1
10.24,106.95,7,7,0
755.67,138.67,7,7,1
86.14,59.48,7,7,0
796.90,436.62,7,7,1
115.29,88.95,7,7,0
499.48,992.24,7,7,1
66.81,25.90,7,7,0
1052.81,948.48,7,7,1
58.90,117.81,7,7,0
931.24,1124.90,7,7,1
91.62,103.90,7,7,0
601.00,980.33,7,7,1
119.81,87.62,7,7,0
517.90,513.62,7,7,1
93.81,95.48,7,7,0
938.24,664.67,7,7,1
62.90,128.48,7,7,0
644.48,782.24,7,7,1
59.48,39.95,7,7,0
1389.14,723.00,7,7,1
73.48,29.95,7,7,0
456.57,839.33,7,7,1
80.62,75.24,7,7,0
843.33,317.24,7,7,1
23.81,31.57,7,7,0
1207.67,1050.67,7,7,1
76.95,105.62,7,7,0
1149.81,951.90,7,7,1
99.62,92.00,7,7,0
600.90,1111.95,7,7,1
110.90,83.62,7,7,0
800.48,581.00,7,7,1
58.81,45.90,7,7,0
678.48,964.24,7,7,1
83.33,67.62,7,7,0
560.48,384.00,7,7,1
121.14,59.81,7,7,0
919.24,426.62,7,7,1
68.81,84.95,7,7,0
865.57,636.95,7,7,1
120.67,74.24,7,6,0
474.29,949.29,7,7,1
58.90,65.14,7,7,0
469.81,780.14,7,7,1
92.40,39.90,6,6,0
818.48,1343.29,7,7,1
124.81,86.67,7,7,0
201.14,1510.14,7,7,1
99.48,87.48,7,7,0
599.14,606.62,7,7,1
127.62,94.90,7,7,0
409.48,1345.57,7,7,1
39.48,73.24,7,7,0
1156.29,995.81,7,7,1
126.95,28.90,7,7,0
1314.81,626.57,7,7,1
63.48,103.29,7,7,0
634.81,553.81,7,7,1
61.48,69.24,7,7,0
1001.14,1041.24,7,7,1
40.29,35.24,7,7,0
1360.81,475.33,7,7,1
44.33,31.57,7,7,0
720.95,389.95,7,7,1
84.00,30.33,7,7,0
426.95,904.14,7,7,1
115.95,102.81,7,7,0
1583.95,524.00,7,7,1
100.90,93.24,7,7,0
473.90,703.48,7,7,1
46.90,76.67,7,7,0
1085.62,930.90,7,7,1
67.81,75.33,7,7,0
884.29,1084.29,7,7,1
78.27,94.40,6,6,0
1617.62,1214.81,7,7,1
75.62,57.81,7,7,0
1614.90,897.29,7,7,1
57.24,71.62,7,7,0
640.95,681.14,7,7,1
68.57,46.90,7,7,0
1154.14,258.95,7,7,1
70.95,37.67,7,7,0
907.14,1088.33,7,7,1
89.33,75.95,7,7,0
615.67,434.57,7,7,1
87.24,103.48,7,7,0
408.90,614.57,7,7,1
107.81,88.29,7,7,0
343.14,1586.62,7,7,1
49.90,76.90,7,7,0
1059.24,561.95,7,7,1
45.81,82.67,7,7,0
622.48,122.29,7,7,1
63.29,41.29,7,7,0
574.67,1144.81,7,7,1
60.29,79.48,7,7,0
1174.95,927.48,7,7,1
52.24,66.29,7,7,0
767.90,919.29,7,7,1
68.81,69.33,7,7,0
1110.57,925.90,7,7,1
114.95,31.62,7,7,0
1334.33,213.90,7,7,1
97.67,43.48,7,7,0
628.48,1060.14,7,7,1
74.57,64.95,7,7,0
1085.24,793.24,7,7,1
65.90,97.24,7,7,0
598.67,1007.14,7,7,1
102.29,33.81,7,6,0
636.62,877.62,7,7,1
102.57,75.10,6,6,0
781.48,145.24,7,7,1
56.57,91.29,7,7,0
656.29,673.95,7,7,1
56.81,60.95,7,7,0
660.24,911.48,7,7,1
93.90,100.14,7,7,0
317.62,450.81,7,7,1
52.90,109.62,7,7,0
578.62,517.90,7,7,1
46.48,102.14,7,7,0
1160.48,805.24,7,7,1
104.57,87.14,7,6,0
791.24,1032.95,7,7,1
122.95,89.90,7,7,0
1414.90,461.14,7,7,1
114.90,87.24,7,7,0
988.14,942.24,7,7,1
113.24,112.62,7,7,0
925.81,731.33,7,7,1
50.57,52.57,7,7,0
